epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,283.739,1.3319,1.73725,1.69576,0.93666,0.96029,0.96265,0.58898,1.40812,1.20776,2.02142,0.00159191,0.00159191,0.00159191
92,286.728,1.30618,1.65562,1.67779,0.93636,0.95549,0.97171,0.58168,1.52221,1.07876,2.10567,0.00158349,0.00158349,0.00158349
93,289.72,1.35108,1.72943,1.69078,0.95736,0.92208,0.93854,0.57114,1.43388,1.0892,2.01746,0.00157501,0.00157501,0.00157501
94,292.701,1.32405,1.72021,1.6856,0.93085,0.87418,0.94173,0.597,1.33375,1.27337,1.89343,0.00156646,0.00156646,0.00156646
95,295.709,1.31282,1.68783,1.67434,0.86762,0.93631,0.94794,0.57742,1.41188,1.31917,1.99464,0.00155786,0.00155786,0.00155786
96,298.727,1.33474,1.71643,1.67579,0.91048,0.93506,0.94099,0.5989,1.44172,1.30831,1.99253,0.00154919,0.00154919,0.00154919
97,301.671,1.33172,1.67322,1.67948,0.92833,0.96104,0.966,0.63568,1.41878,1.10128,1.92298,0.00154047,0.00154047,0.00154047
98,304.851,1.34169,1.73611,1.69163,0.97037,0.85074,0.94909,0.62096,1.30251,1.32148,1.83626,0.00153169,0.00153169,0.00153169
99,307.838,1.3302,1.68311,1.70042,0.98017,0.93506,0.96304,0.64041,1.3975,1.10426,1.93663,0.00152285,0.00152285,0.00152285
100,310.847,1.34164,1.63224,1.69877,0.96281,0.92208,0.96998,0.6453,1.35013,1.04639,1.86516,0.00151395,0.00151395,0.00151395
101,313.815,1.31703,1.64893,1.66734,0.90444,0.90909,0.94276,0.5366,1.5886,1.23533,2.11679,0.001505,0.001505,0.001505
102,316.81,1.30853,1.68685,1.67523,0.94207,0.90909,0.96447,0.58875,1.5396,1.14661,2.09863,0.00149599,0.00149599,0.00149599
103,319.795,1.28899,1.63308,1.64387,0.97144,0.93506,0.96951,0.57225,1.56385,1.15641,2.15642,0.00148694,0.00148694,0.00148694
104,322.794,1.28607,1.63178,1.65642,0.94658,0.93506,0.96861,0.59907,1.46802,1.02509,2.10146,0.00147783,0.00147783,0.00147783
105,325.732,1.28982,1.6478,1.64913,0.98625,0.93142,0.96707,0.65253,1.3149,1.10137,1.89622,0.00146866,0.00146866,0.00146866
106,328.69,1.30355,1.68153,1.65663,0.94535,0.92208,0.97659,0.64427,1.32538,1.02856,1.88361,0.00145945,0.00145945,0.00145945
107,331.678,1.28157,1.59155,1.62913,0.94507,0.89388,0.962,0.60153,1.4483,1.25209,2.03985,0.00145019,0.00145019,0.00145019
108,334.659,1.29323,1.62021,1.658,0.9321,0.96104,0.97197,0.64434,1.32003,1.10289,1.92056,0.00144088,0.00144088,0.00144088
109,337.604,1.27622,1.60969,1.65002,0.93652,0.95801,0.94469,0.61675,1.38573,1.15391,1.93513,0.00143152,0.00143152,0.00143152
110,340.615,1.32839,1.69011,1.6843,0.9729,0.93241,0.97047,0.58982,1.42789,1.25911,2.02421,0.00142212,0.00142212,0.00142212
111,343.782,1.30557,1.62952,1.67124,0.95955,0.94805,0.97137,0.61249,1.4538,1.05507,2.05073,0.00141267,0.00141267,0.00141267
112,347.034,1.28364,1.64453,1.66361,0.97328,0.9463,0.97308,0.61487,1.43906,1.06988,1.97335,0.00140318,0.00140318,0.00140318
113,350.33,1.30677,1.66251,1.65656,0.97249,0.91834,0.9588,0.55264,1.5578,1.08705,2.15262,0.00139364,0.00139364,0.00139364
114,353.486,1.28261,1.58684,1.62902,0.96641,0.92208,0.97574,0.64586,1.32074,1.02772,1.85247,0.00138406,0.00138406,0.00138406
115,356.601,1.27329,1.62797,1.64906,0.90746,0.89152,0.95886,0.6387,1.2838,1.1357,1.82958,0.00137444,0.00137444,0.00137444
116,359.662,1.26948,1.61815,1.64761,0.94686,0.96104,0.97284,0.65012,1.20344,1.06647,1.77569,0.00136478,0.00136478,0.00136478
117,362.686,1.26259,1.62524,1.65004,0.9108,0.9283,0.95331,0.61351,1.26389,1.08849,1.85391,0.00135509,0.00135509,0.00135509
118,365.726,1.26554,1.58311,1.62672,0.94799,0.94684,0.96957,0.63782,1.2863,1.02744,1.88039,0.00134535,0.00134535,0.00134535
119,368.762,1.28946,1.63264,1.64427,0.95091,0.96104,0.96735,0.6762,1.23674,0.98611,1.81658,0.00133558,0.00133558,0.00133558
120,371.822,1.30217,1.64165,1.66192,0.98516,0.96104,0.9747,0.65011,1.35715,0.94592,1.91988,0.00132577,0.00132577,0.00132577
121,374.836,1.27838,1.6664,1.64437,0.98672,0.9651,0.97739,0.63482,1.43372,0.97476,1.97814,0.00131593,0.00131593,0.00131593
122,377.889,1.24711,1.57571,1.63496,0.97604,0.94805,0.97421,0.64617,1.35658,1.04948,1.91176,0.00130605,0.00130605,0.00130605
123,380.975,1.30377,1.65559,1.66822,0.93395,0.94805,0.95859,0.64476,1.25406,1.08801,1.85921,0.00129614,0.00129614,0.00129614
124,384.226,1.23782,1.63533,1.60945,0.95589,0.96104,0.9703,0.66022,1.30198,1.03395,1.86536,0.0012862,0.0012862,0.0012862
125,387.284,1.27563,1.61349,1.63823,0.93299,0.94805,0.96772,0.64847,1.28662,1.20502,1.88492,0.00127623,0.00127623,0.00127623
126,390.332,1.2813,1.5786,1.63015,0.8877,0.96104,0.95615,0.6402,1.27558,1.15456,1.85627,0.00126623,0.00126623,0.00126623
127,393.393,1.27019,1.52686,1.60938,0.92924,0.97403,0.97184,0.66353,1.24043,1.01269,1.82046,0.0012562,0.0012562,0.0012562
128,396.444,1.26666,1.59428,1.61559,0.96777,0.92208,0.96043,0.65241,1.24532,1.07714,1.81975,0.00124615,0.00124615,0.00124615
129,399.484,1.25177,1.57367,1.62119,0.98582,0.97403,0.97566,0.72194,1.13385,0.85326,1.73485,0.00123607,0.00123607,0.00123607
130,402.569,1.2297,1.52658,1.60348,0.98194,0.96104,0.97548,0.71495,1.16054,0.94294,1.75715,0.00122596,0.00122596,0.00122596
131,405.628,1.25091,1.54086,1.62825,0.97054,0.97403,0.97448,0.64579,1.3817,1.01863,1.90851,0.00121583,0.00121583,0.00121583
132,408.678,1.2607,1.51635,1.61841,0.96101,0.9603,0.97016,0.65326,1.32306,0.93775,1.85825,0.00120568,0.00120568,0.00120568
133,411.717,1.26147,1.52652,1.62662,0.97371,0.93506,0.96601,0.69031,1.17061,0.86212,1.72285,0.00119551,0.00119551,0.00119551
134,414.771,1.24881,1.54082,1.64245,0.96722,0.92208,0.9737,0.71307,1.16053,0.84546,1.72525,0.00118531,0.00118531,0.00118531
135,417.832,1.28003,1.59053,1.6343,0.98081,0.94805,0.97269,0.68081,1.26061,0.87353,1.84862,0.0011751,0.0011751,0.0011751
136,420.94,1.19796,1.52892,1.59401,0.98509,0.93506,0.96227,0.66486,1.2645,0.86287,1.81183,0.00116487,0.00116487,0.00116487
137,423.976,1.21173,1.54344,1.59625,0.91833,0.94805,0.96792,0.68489,1.18602,0.94382,1.78228,0.00115462,0.00115462,0.00115462
138,427.215,1.21733,1.51498,1.61061,0.96956,0.94805,0.9642,0.65987,1.28922,0.95126,1.93049,0.00114436,0.00114436,0.00114436
139,430.279,1.21577,1.5127,1.58238,0.97941,0.96104,0.97372,0.66579,1.24619,0.88527,1.80967,0.00113408,0.00113408,0.00113408
